Variables	Terms	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016
Node degree	Christoph Heinzl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	3	4	0	4	4	0	4
Node degree	Christian Panse	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	3	0	0	0	0	0	0	0	0	0	0
Node degree	Steven P. Callahan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	3	0	4	0	0	0	0	0	0	0	0
Node degree	Carsten G̦rg	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	2	0	3	0	0	0	0	0
Node degree	Christian Rohrdantz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	21	0	0	0	0	0
Node degree	Romain Vuillemot	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	4	0	0
Node degree	Wolfgang Aigner	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	6	0
Node degree	William L. Hibbard	1	0	11	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Peter Schr̦der	0	1	0	0	0	0	0	0	0	0	3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Graham J. Wills	0	0	0	1	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Milos Sr��mek	0	0	0	0	0	0	0	0	0	0	0	0	13	0	6	0	0	0	0	0	0	0	7	0	0	0	0
Node degree	Matthew Chalmers	0	0	0	0	0	0	0	3	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Chris Weigle	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	8	0	0	1	0	0	0	0	0	0	0	0
Node degree	Russell M. Taylor II	0	0	0	0	0	0	0	11	0	0	0	0	0	0	6	8	0	0	0	0	3	0	0	0	0	0	0
Node degree	Gabriel Taubin	0	0	0	0	0	0	0	0	3	3	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Stefan Guthe	0	0	0	0	0	0	0	0	0	2	0	1	16	0	0	0	0	0	0	0	0	0	6	0	0	0	0
Node degree	Martin Rumpf	0	0	0	0	0	0	0	0	0	1	7	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Lukas Mroz	0	0	0	0	0	0	0	0	0	0	4	1	13	0	5	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	��agatay Demiralp	0	0	0	0	0	0	0	0	0	0	0	9	0	0	3	0	0	0	0	3	0	0	0	0	2	0	0
Node degree	Xiaoqiang Zheng	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	2	0	0	0	0	0	0	0	0	0	0	0
Node degree	Benjamin Watson	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	4	1	0	0	1	0	0
Node degree	David J. Duke	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	5	0	0	6	0
Node degree	Pourang Irani	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	1	0	0	6
Node degree	Daniel Archambault	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	12	0	0	0	0	0	7	5
Node degree	Wesley Willett	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	8	3	0	2
Node degree	Chris Muelder	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	0	0	0	0	2	0	0
Node degree	Dong Hyun Jeong	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	9	3	0	0	0	0	0
Node degree	Tera Marie Green	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	1	0	0	0	0
Node degree	Bo Hyoung Kim	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	4	0	5
Node degree	Georgia Albuquerque	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	3	0	0	0	4	0
Node degree	Kristin A. Cook	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	8	9
Node degree	Julien Tierny	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0	7	0	1
Node degree	Raphael Fuchs	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	6	7	0	0	0	0
Node degree	Jeff Lichtman	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	5	9	0	0
Node degree	Conglei Shi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	5	0	4	7	0
Node degree	R. Jordan Crouser	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	0	0	0	3
Node degree	Florian Heimerl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	6	4
Node degree	Sarah Goodwin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	8	0	2	7
Node degree	Kuno Kurzhals	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	6	3
Node degree	Daniel J̦nsson	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	7	1
Node degree	Yvonne Jansen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	7
Node degree	Zuchao Wang	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	11	0
Node degree	Jing Yang	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	15
Node degree	Xiaotong Liu	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8
Node degree	David E. Breen	2	0	0	0	0	0	0	0	0	0	3	3	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0
Node degree	Pheng-Ann Heng	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
Node degree	Alfred Inselberg	1	0	0	0	3	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Barry G. Becker	0	0	0	2	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Mei C. Chuah	0	0	0	0	0	3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	David Ellsworth	0	0	0	0	0	0	0	1	0	0	0	0	0	1	2	0	4	0	0	0	0	1	0	0	0	0	0
Node degree	Yuriko Takeshima	0	0	0	0	0	0	0	3	0	2	3	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	0
Node degree	Jihad El-Sana	0	0	0	0	0	0	0	1	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Mark A. Livingston	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	2	0
Node degree	Sharon J. Laskowski	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	5	5	5	0	0	0	0	0	0	0	0
Node degree	Frans Vos	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	4	5	0	0	0	0	0	3	0	0	0	0
Node degree	Enrico Gobbetti	0	0	0	0	0	0	0	0	3	1	0	0	0	5	0	5	0	0	0	0	0	8	0	0	0	0	0
Node degree	Gunther H. Weber	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	2	0	0	6	0	5	0	0	0	0
Node degree	Stefan Gumhold	0	0	0	0	0	0	0	0	0	2	0	2	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0
Node degree	Dirk Bartz	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	2	0	0	0	3	4	0	0	0	0	0	0
Node degree	Guy Melan̤on	0	0	0	0	0	0	0	0	0	0	2	0	0	3	2	0	0	0	0	12	0	2	0	0	0	0	0
Node degree	Eugene Zhang	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	3	0	4	6	0	0	0	0	0
Node degree	Martin Kraus	0	0	0	0	0	0	0	0	0	0	2	1	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Joachim Giesen	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	4	4	0	0	0	4	0	0	0	0
Node degree	Martin Isenburg	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	1	1	0	0	0	0	0	0	0	0	0	0
Node degree	Camilla Forsell	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	4	2	0	0	1	0
Node degree	Yehuda Koren	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	1	2	0	0	0	0	0	0	0	0	0	0
Node degree	David S. Thompson	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	3	4	2	0	0	0	0	0	0	0	0
Node degree	Jens Schneider	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	2	8	0	0	0	0	0	1
Node degree	Jonathan Woodring	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	3	0	5	2
Node degree	Chaoli Wang	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	1	0	0	0	4	0
Node degree	Shigeo Takahashi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	3	0	0	2	0	0	0	0	0	6	0
Node degree	Leland Wilkinson	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	2	2	0	1	0	0
Node degree	Charl P. Botha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	2	5	7	0	0	0	0	0	0
Node degree	Huy T. Vo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	4	3	0	0
Node degree	Mario Jelovic	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	3	0	5	0	0	0	6	0	0
Node degree	Peter Rautek	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	3	0	1
Node degree	Rita Borgo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	5	0	6	0	2	0	0
Node degree	Anders Persson	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	4	4	4	0	0	0	0
Node degree	Youn ah Kang	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	1	1	0	0	5	0
Node degree	Marcel Breeuwer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	6	6	0	0	0	4	0
Node degree	Won-Ki Jeong	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	8	0	3	0	5	0	0
Node degree	Thomas Butkiewicz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	4	0	0	0	1	2
Node degree	Marian D̦rk	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	3	0	4	0	0
Node degree	Kai B�_rger	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	3	0	5	0	0	2	0
Node degree	Johannes Kehrer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	3	3	0	0
Node degree	Christopher Andrews	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	4	1	1	0	0	0
Node degree	Haesun Park	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	3	0	3	5
Node degree	Heike Hofmann	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	3	1	0	1	0
Node degree	Steven M. Drucker	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	2	0	3
Node degree	Marco Ament	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	6	2	3	0	0
Node degree	Nivan Ferreira	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	4	4	0	4
Node degree	Chi-Chun Pan	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	0	0	0	0	0	0
Node degree	Julian Heinrich	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	4	0	0	0	0	0
Node degree	David G�_nther	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	12	0	0
Node degree	Markus B̦gl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	13	0
Node degree	Theresia Gschwandtner	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	6
Node degree	Jie Liang	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	6
Node degree	Haim Levkowitz	0	3	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	T. Todd Elvins	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	David R. Nadeau	0	2	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Sidney W. Wang	0	0	0	1	7	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Holly E. Rushmeier	0	0	0	0	2	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Shao-Chiung Lu	0	0	0	0	0	3	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Mark C. Miller	0	0	0	0	0	0	0	10	0	0	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	0
Node degree	Meenakshisundaram Gopi	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	11	0	0	0	0	0
Node degree	Michael S. Brown	0	0	0	0	0	0	0	0	0	7	0	8	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Node degree	Herman Towles	0	0	0	0	0	0	0	0	0	7	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Susan L. Havre	0	0	0	0	0	0	0	0	0	0	2	4	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	James R. Eagan	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	7	0	0	0	0	0	0	0	0	0	4	0
Node degree	Bruno L̩vy	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0
Node degree	Alan H. Barr	0	0	0	0	0	0	0	0	0	0	0	5	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	William S. Cleveland	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	11	0	0	0	0	0	0	0	0
Node degree	Joerg Meyer	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	13	0	0	0	0
Node degree	Simon Stegmaier	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	4	0	0	0	0	0	0	0	0	0	0	0
Node degree	David Auber	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	2	0	0	0	0	0	0	0	0	0	0
Node degree	Thomas Kapler	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	7	3	0	0	0	0	0	0	0	0
Node degree	Arnold K̦chl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	7	7	0	0	0
Node degree	Lars Linsen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	0	0	0	0	0	4	0
Node degree	Alark Joshi	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	10	0	0	0	0	0	0	0	0
Node degree	Heidi Lam	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	0
Node degree	Prasenjit Mitra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	0	0	7	0	0	0	0	0
Node degree	Wolfgang Freiler	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	1	5	0	0	0	0
Node degree	Tim Lammarsch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	6	0
Node degree	Christian Tominski	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	6
Node degree	Markus H̦ferlin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	4	5	0	0	0	0
Node degree	Michelle Borkin	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	11	0	7	0
Node degree	Hans-J̦rg Schulz	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	3	0	0	6
Node degree	Shehzad Afzal	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	19	0	0
Node degree	Abish Malik	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	11	0	0
Node degree	Marcel Hlawatsch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	4	7
Node degree	Hua Guo	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0
Node degree	Sung-Hee Kim	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	8	2
Node degree	Michael Behrisch	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3	0	6
Node degree	Harald Obermaier	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	8	0	0	0
Node degree	Matthew Brehmer	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	4	0
Node degree	Samuel Gratzl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	7	0	0
Node degree	Kasper Hornb�_k	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5
Node degree	Michael Correll	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	2
Node degree	Soumya Dutta	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	4
Node degree	Narayanan Kasthuri	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	9	0	0
Node degree	B. L. William Wong	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	5	5
Node degree	Dominik Sacha	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	7
Node degree	Terry S. Yoo	0	6	0	0	0	0	0	0	0	1	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Ricardo S. Avila	0	0	2	0	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Lisa M. Sobierajski	0	0	2	0	7	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Helen Wright	0	0	0	5	0	0	2	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Claudio Montani	0	0	0	0	2	0	0	0	3	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
Node degree	Craig Gotsman	0	0	0	0	1	0	0	1	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	John Riedl	0	0	0	0	0	5	5	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Rosane Minghim	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	4	0	0	0	0	0
Node degree	Georges-Pierre Bonneau	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Yi-Jen Chiang	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Node degree	Bruno Jobard	0	0	0	0	0	0	0	1	0	0	2	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Donald H. House	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0
Node degree	Voicu Popescu	0	0	0	0	0	0	0	0	3	0	0	0	0	4	2	0	0	0	0	0	3	0	0	0	0	0	0
Node degree	Manuel Menezes de Oliveira Neto	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	2	0	0	2	2	0	0	0	0	0	0	0
Node degree	Greg Turk	0	0	0	0	0	0	0	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Meichun Hsu	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	6	10	0	0	0	0
Node degree	Tobias Preu��er	0	0	0	0	0	0	0	0	0	1	5	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Xavier Cavin	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0
Node degree	James Abello	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0
Node degree	Klaus H. Hinrichs	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	4	4	2	0	0	0	0	0	0
Node degree	Rephael Wenger	0	0	0	0	0	0	0	0	0	0	2	5	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0
Node degree	James Agutter	0	0	0	0	0	0	0	0	0	0	0	5	0	7	0	3	0	0	0	0	0	0	0	0	3	0	0
Node degree	Eric B. Lum	0	0	0	0	0	0	0	0	0	0	0	2	2	2	1	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Xiaoming Wei	0	0	0	0	0	0	0	0	0	0	0	2	3	4	8	0	0	0	0	0	0	0	0	0	0	0	0
Node degree	Ken Museth	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	2	0	0	0	0	0	0	0	0	0	0	0
Node degree	Marc Stamminger	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	3	5	0	0
Node degree	Ralf K�_hler	0	0	0	0	0	0	0	0	0	0	0	0	5	0	3	3	0	0	0	0	0	0	2	0	0	0	0
Node degree	Sung-Eui Yoon	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	1	1	0	0	0	0	0	0	0	0	0
Node degree	Jinzhu Gao	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	4	3	0	0	0	0	0	0	0	0	0	0
Node degree	Matthew D. Cooper	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	2	0	0	0	0	0	0	3
Node degree	Mary Czerwinski	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	4	3	0	0	0	0	0
Node degree	Eduard Deines	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	6	4	0	0	0	0	0	0	0	0	0
Node degree	Gregory P. Johnson	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	5	7
Node degree	Lujin Wang	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	4	4	0	0	0	0	0	0	0	0
Node degree	Katja B�_hler	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	3	0	6	0	0	0	0	6	0	0
Node degree	Mario Hlawitschka	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	0	7	0	0	0	2	0
Node degree	Jorik Blaas	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	5	0	0	0	0	0	2	0
Node degree	Hui Zhang 0006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	0	2	0	0
Node degree	Geoffrey P. Ellis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	5	0	0
Node degree	John Gerth	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	2	2	0	0	0	0
Node degree	Florian Mansmann	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	3	0	16	0	0	0	0	0
Node degree	Claes Lundstr̦m	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	4	4	0	0	0	0	0
Node degree	Robert Kincaid	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	0	0
Node degree	Javier Oliv��n Besc�_s	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6	0	6	6	0	0	0	0	0
Node degree	Steffen Oeltze-Jafra	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	0	5	0	0
Node degree	Johann Kastner	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	4	0	4	0	0	4
Node degree	Guido Reina	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	7	0	0	6	0	0	0	7
Node degree	Hong Zhou	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	6	0	0	0	4	0	0
Node degree	J�_rgen Bernard	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3	0	6	5	0	0	0
Node degree	Scott Barlowe	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	4	0	0	5	0	0
Node degree	Andreas Stoffel	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	8	0	5	0	0
Node degree	Mark W. Jones	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	6	2	0	0
Node degree	Krist Wongsuphasawat	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	2
Node degree	Martin Eisemann	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	4	2	0	0	0	4	0
Node degree	Jonathan W. Decker	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	2	0	0	2	0
Node degree	Michael W̦rner	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	6	0	7	4	0	0
Node degree	Florian Ferstl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	2	3
Node degree	Benjamin Schindler	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	6	7	0	0	0	0
Node degree	Teng-Yok Lee	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	2	0	1	0	0	0
Node degree	Christian Partl	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	7	6	0	0
